Time (TU),X (LU),Y (LU),Z (LU),VX (LU/TU),VY (LU/TU),VZ (LU/TU)
0,0.02464218959186482,-1.923618873238102e-26,-5.033076546096562e-32,1.0679956387085975e-12,7.223769553723865,-6.005085677785859e-30
0.00004053248845677237,0.02464160206180651,0.0002927957819268676,-5.057334521442376e-32,-0.028990265000629723,7.223653046649741,-5.964527364173472e-30
0.00008084718044190207,0.024639852157025265,0.0005840089094070343,-5.081298695813063e-32,-0.05782107996237257,7.2233060626419565,-5.923998001298454e-30
0.0001213886328202236,0.02463692041618538,0.0008768412325266391,-5.105232513029258e-32,-0.08680667224761313,7.2227248082960385,-5.883055798461401e-30
0.00016215597557820945,0.024632787597949093,0.0011712766308351642,-5.129131938757236e-32,-0.11594255762811406,7.221905580176238,-5.84170385068091e-30
0.0002031484441478114,0.02462743460439248,0.0014672994369152317,-5.152992995846992e-32,-0.14522420879411205,7.220844751984056,-5.799945375928859e-30
0.0002443654774911995,0.024620842458079835,0.0017648951451606654,-5.176811820040308e-32,-0.17464712666871313,7.219538772358174,-5.7577836137569566e-30
0.00028580681323359624,0.024612992262150923,0.0020640510982395397,-5.200584711451905e-32,-0.20420690929394478,7.2179841593046445,-5.7152217244787934e-30
0.0003274722876538388,0.02460386521211132,0.002364755042253933,-5.224308016092751e-32,-0.23389910997827865,7.216177504865387,-5.6722629910733616e-30
0.0003693619821840157,0.024593442551484525,0.002666996183273121,-5.247978207494629e-32,-0.2637193426800166,7.214115468663618,-5.62891066668379e-30
0.00041147587343385135,0.024581705646804595,0.0029707626612372985,-5.271591687171452e-32,-0.2936630338488955,7.211794795053939,-5.585168335382683e-30
0.00045381453892344,0.0245686357835852,0.003276046639415698,-5.295145179205952e-32,-0.3237259252648978,7.209212275084899,-5.541039178403979e-30
0.0004963783801286376,0.024554214359473345,0.003582838697695753,-5.318635291115088e-32,-0.3539035221177139,7.206364787010672,-5.496526778496881e-30
0.000539168114818068,0.024538422729994028,0.0038911313812725968,-5.342058787300391e-32,-0.3841914436629472,7.203249268108585,-5.451634606834849e-30
0.0005821846002100163,0.024521242242309758,0.004200917922282204,-5.365412487473828e-32,-0.4145852980495141,7.199862723673248,-5.406366205275916e-30
0.0006254287788542605,0.024502654246296916,0.004512191847424737,-5.38869323556903e-32,-0.44508064478889825,7.196202231502231,-5.360725242517711e-30
0.0006689015550217697,0.024482640148491903,0.004824946086720606,-5.411897833167818e-32,-0.47567290881988333,7.192264954782498,-5.31471564488172e-30
0.0007126042746462703,0.02446118118315169,0.00513917642363253,-5.435023294323114e-32,-0.5063577190894218,7.1880480993269025,-5.268341087787406e-30
0.000756538224636162,0.024438258621564343,0.005454877888229866,-5.458066574930281e-32,-0.5371305563338596,7.183548957070304,-5.221605523929437e-30
0.0008007048697668437,0.024413853654643856,0.005772046457998224,-5.481024697702218e-32,-0.5679869204925155,7.178764885255372,-5.1745129321124195e-30
0.0008451058490657894,0.02438794737577964,0.006090679026596847,-5.503894747156443e-32,-0.5989223282644863,7.173693305384966,-5.127067319776653e-30
0.0008897426713892133,0.024360520953745794,0.006410771215899979,-5.526673711857079e-32,-0.6299321019259623,7.168331739318561,-5.0792730481349526e-30
0.0009346172986637987,0.02433155527554481,0.00673232155589283,-5.549358781989827e-32,-0.6610117758211309,7.162677741658054,-5.031134207916533e-30
0.0009797315848299251,0.024301031272536973,0.007055327455122016,-5.571947059908976e-32,-0.6921567065722337,7.156728965812262,-4.9826552190143624e-30
0.001025087522845036,0.024268929766781303,0.007379786968415848,-5.594435685606368e-32,-0.7233622457641985,7.150483136167851,-4.933840566046829e-30
0.0010706871545437097,0.0242352315256832,0.007705698147086916,-5.616821790303297e-32,-0.7546236785511496,7.143938060949009,-4.8846948948804574e-30
0.0011165327527269892,0.02419991711962809,0.008033060335373725,-5.639102584314445e-32,-0.7859363491917006,7.137091606777933,-4.835222815992528e-30
0.0011626264155969086,0.02416296722572575,0.008361871269143853,-5.661275158266428e-32,-0.817295384699282,7.129941759760461,-4.7854293416492236e-30
0.001208970663648952,0.024124362157153703,0.0086921313319181,-5.683336771132553e-32,-0.8486961029682921,7.1224865364519045,-4.735319241265015e-30
0.0012555678891896355,0.024084082289980997,0.00902383962088538,-5.70528458279613e-32,-0.8801336384182031,7.114724068671815,-4.684897635372078e-30
0.0013024205445049297,0.02404210792047861,0.009356995287209069,-5.727115745513745e-32,-0.9116030721907717,7.106652577862975,-4.6341697923140926e-30
0.0013495313002776874,0.02399841911511838,0.009691598656532902,-5.748827476079556e-32,-0.9430995393146258,7.098270348350653,-4.5831409561365816e-30
0.0013969027004522082,0.02395299602148296,0.01002764877122282,-5.7704168949214e-32,-0.974617998623581,7.089575789086787,-4.531816719792137e-30
0.001444537510918594,0.02390581854645016,0.01036514586313498,-5.79188118667336e-32,-1.0061534676318604,7.080567373830783,-4.4802026468938964e-30
0.0014924385571337038,0.023856866498859125,0.010704090193884915,-5.813217523669874e-32,-1.0377009148052643,7.071243670539411,-4.4283044468697496e-30
0.001540608507518089,0.023806119820982664,0.011044480520818235,-5.834422970739013e-32,-1.0692551197199796,7.0616033871560955,-4.376128208804199e-30
0.0015890503319512706,0.02375355811797396,0.011386317336465364,-5.855494688718042e-32,-1.100810976616739,7.051645283803283,-4.3236799036944005e-30
0.001637766968668945,0.023699160996999914,0.01172960050681942,-5.876429785480697e-32,-1.132363276731768,7.041368239133659,-4.2709657442602454e-30
0.001686761385157376,0.023642908010973757,0.012074329699737393,-5.897225343658879e-32,-1.1639067510140786,7.030771241177257,-4.2179921176315364e-30
